"Sample1" "Sample2" "matchedGenotypes" "commonGenotypes" "proportionMatch" "proportionCommon" "totalLoci"
"1" "90763_231A_S1_L001_R1_001" "90763_231B_S33_L001_R1_001" 243 244 0.995901639344262 0.512605042016807 476
"2" "90763_231A_S1_L001_R1_001" "90763_231C_S65_L001_R1_001" 243 247 0.983805668016194 0.51890756302521 476
"3" "90763_231A_S1_L001_R1_001" "90763_232A_S2_L001_R1_001" 166 229 0.724890829694323 0.48109243697479 476
"4" "90763_231A_S1_L001_R1_001" "90763_232B_S34_L001_R1_001" 145 204 0.71078431372549 0.428571428571429 476
"5" "90763_231A_S1_L001_R1_001" "90763_232C_S66_L001_R1_001" 48 63 0.761904761904762 0.132352941176471 476
"6" "90763_231A_S1_L001_R1_001" "90763_236A_S3_L001_R1_001" 201 277 0.725631768953069 0.581932773109244 476
"7" "90763_231A_S1_L001_R1_001" "90763_236B_S35_L001_R1_001" 220 301 0.730897009966777 0.632352941176471 476
"8" "90763_231A_S1_L001_R1_001" "90763_236C_S67_L001_R1_001" 220 301 0.730897009966777 0.632352941176471 476
"9" "90763_231A_S1_L001_R1_001" "90763_237A_S4_L001_R1_001" 73 97 0.752577319587629 0.203781512605042 476
"10" "90763_231A_S1_L001_R1_001" "90763_237B_S36_L001_R1_001" 2 2 1 0.00420168067226891 476
"11" "90763_231A_S1_L001_R1_001" "90763_237C_S68_L001_R1_001" 24 33 0.727272727272727 0.069327731092437 476
"12" "90763_231A_S1_L001_R1_001" "90763_238A_S5_L001_R1_001" 129 164 0.786585365853659 0.34453781512605 476
"13" "90763_231A_S1_L001_R1_001" "90763_238B_S37_L001_R1_001" 55 68 0.808823529411765 0.142857142857143 476
"14" "90763_231A_S1_L001_R1_001" "90763_238C_S69_L001_R1_001" 110 144 0.763888888888889 0.302521008403361 476
"15" "90763_231A_S1_L001_R1_001" "90768_005A_S6_L001_R1_001" 161 207 0.777777777777778 0.434873949579832 476
"16" "90763_231A_S1_L001_R1_001" "90768_005B_S38_L001_R1_001" 126 166 0.759036144578313 0.348739495798319 476
"17" "90763_231A_S1_L001_R1_001" "90768_005C_S70_L001_R1_001" 196 257 0.762645914396887 0.539915966386555 476
"18" "90763_231A_S1_L001_R1_001" "90768_009A_S7_L001_R1_001" 34 44 0.772727272727273 0.092436974789916 476
"19" "90763_231A_S1_L001_R1_001" "90768_009B_S39_L001_R1_001" 0 0 NA 0 476
"20" "90763_231A_S1_L001_R1_001" "90768_009C_S71_L001_R1_001" 1 2 0.5 0.00420168067226891 476
"21" "90763_231A_S1_L001_R1_001" "90768_014A_S8_L001_R1_001" 24 36 0.666666666666667 0.0756302521008403 476
"22" "90763_231A_S1_L001_R1_001" "90768_014B_S40_L001_R1_001" 2 2 1 0.00420168067226891 476
"23" "90763_231A_S1_L001_R1_001" "90768_014C_S72_L001_R1_001" 2 2 1 0.00420168067226891 476
"24" "90763_231A_S1_L001_R1_001" "90768_015A_S9_L001_R1_001" 73 103 0.70873786407767 0.216386554621849 476
"25" "90763_231A_S1_L001_R1_001" "90768_015B_S41_L001_R1_001" 7 11 0.636363636363636 0.023109243697479 476
"26" "90763_231A_S1_L001_R1_001" "90768_015C_S73_L001_R1_001" 8 11 0.727272727272727 0.023109243697479 476
"27" "90763_231A_S1_L001_R1_001" "90768_018A_S10_L001_R1_001" 39 53 0.735849056603774 0.111344537815126 476
"28" "90763_231A_S1_L001_R1_001" "90768_018B_S42_L001_R1_001" 0 0 NA 0 476
"29" "90763_231A_S1_L001_R1_001" "90768_018C_S74_L001_R1_001" 0 1 0 0.00210084033613445 476
"30" "90763_231A_S1_L001_R1_001" "90768_027A_S11_L001_R1_001" 81 122 0.663934426229508 0.256302521008403 476
"31" "90763_231A_S1_L001_R1_001" "90768_027B_S43_L001_R1_001" 2 4 0.5 0.00840336134453781 476
"32" "90763_231A_S1_L001_R1_001" "90768_027C_S75_L001_R1_001" 13 17 0.764705882352941 0.0357142857142857 476
"33" "90763_231A_S1_L001_R1_001" "90768_029A_S12_L001_R1_001" 105 147 0.714285714285714 0.308823529411765 476
"34" "90763_231A_S1_L001_R1_001" "90768_029B_S44_L001_R1_001" 4 8 0.5 0.0168067226890756 476
