"Sample1" "Sample2" "matchedGenotypes" "commonGenotypes" "proportionMatch" "proportionCommon" "totalLoci"
"1" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_212_S28_L001_R1_001" 286 392 0.729591836734694 0.784 500
"2" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_240_S29_L001_R1_001" 205 283 0.724381625441696 0.566 500
"3" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_271_S30_L001_R1_001" 290 388 0.747422680412371 0.776 500
"4" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_351_S31_L001_R1_001" 301 389 0.773778920308483 0.778 500
"5" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_356_S32_L001_R1_001" 307 393 0.78117048346056 0.786 500
"6" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_362_S33_L001_R1_001" 202 275 0.734545454545455 0.55 500
"7" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_385_S1_L001_R1_001" 228 326 0.699386503067485 0.652 500
"8" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_392_S2_L001_R1_001" 207 280 0.739285714285714 0.56 500
"9" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_397_S3_L001_R1_001" 236 321 0.735202492211838 0.642 500
"10" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_401_S4_L001_R1_001" 36 47 0.765957446808511 0.094 500
"11" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_406_S5_L001_R1_001" 239 327 0.730886850152905 0.654 500
"12" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_407_S6_L001_R1_001" 58 77 0.753246753246753 0.154 500
"13" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_411_S7_L001_R1_001" 193 259 0.745173745173745 0.518 500
"14" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_413_S8_L001_R1_001" 259 334 0.775449101796407 0.668 500
"15" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_414_S9_L001_R1_001" 61 81 0.753086419753086 0.162 500
"16" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_415_S10_L001_R1_001" 270 370 0.72972972972973 0.74 500
"17" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_418_S11_L001_R1_001" 272 344 0.790697674418605 0.688 500
"18" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_422_S12_L001_R1_001" 133 171 0.777777777777778 0.342 500
"19" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_425_S13_L001_R1_001" 152 202 0.752475247524752 0.404 500
"20" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_429_S14_L001_R1_001" 161 223 0.721973094170404 0.446 500
"21" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_431_S15_L001_R1_001" 263 349 0.753581661891118 0.698 500
"22" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_440_S16_L001_R1_001" 246 319 0.77115987460815 0.638 500
"23" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_442_S17_L001_R1_001" 281 362 0.776243093922652 0.724 500
"24" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_445_S18_L001_R1_001" 275 369 0.745257452574526 0.738 500
"25" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_465_S19_L001_R1_001" 259 357 0.725490196078431 0.714 500
"26" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_467_S20_L001_R1_001" 256 341 0.750733137829912 0.682 500
"27" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_472_S21_L001_R1_001" 151 207 0.729468599033816 0.414 500
"28" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_473_S22_L001_R1_001" 273 356 0.76685393258427 0.712 500
"29" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_477_S23_L001_R1_001" 208 277 0.750902527075812 0.554 500
"30" "CAT_52507_184_S27_L001_R1_001" "CAT_52507_479_S24_L001_R1_001" 240 327 0.73394495412844 0.654 500
