"Sample1" "Sample2" "matchedGenotypes" "commonGenotypes" "proportionMatch" "proportionCommon" "totalLoci"
"1" "52507_184_S123_L001_R1_001" "52507_212_S124_L001_R1_001" 140 182 0.769230769230769 0.364 500
"2" "52507_184_S123_L001_R1_001" "52507_240_S125_L001_R1_001" 83 108 0.768518518518518 0.216 500
"3" "52507_184_S123_L001_R1_001" "52507_271_S126_L001_R1_001" 134 172 0.779069767441861 0.344 500
"4" "52507_184_S123_L001_R1_001" "52507_351_S127_L001_R1_001" 125 162 0.771604938271605 0.324 500
"5" "52507_184_S123_L001_R1_001" "52507_356_S128_L001_R1_001" 144 181 0.795580110497238 0.362 500
"6" "52507_184_S123_L001_R1_001" "52507_362_S129_L001_R1_001" 63 85 0.741176470588235 0.17 500
"7" "52507_184_S123_L001_R1_001" "52507_385_S97_L001_R1_001" 64 89 0.719101123595506 0.178 500
"8" "52507_184_S123_L001_R1_001" "52507_392_S98_L001_R1_001" 104 134 0.776119402985075 0.268 500
"9" "52507_184_S123_L001_R1_001" "52507_397_S99_L001_R1_001" 104 143 0.727272727272727 0.286 500
"10" "52507_184_S123_L001_R1_001" "52507_401_S100_L001_R1_001" 22 26 0.846153846153846 0.052 500
"11" "52507_184_S123_L001_R1_001" "52507_406_S101_L001_R1_001" 100 138 0.72463768115942 0.276 500
"12" "52507_184_S123_L001_R1_001" "52507_407_S102_L001_R1_001" 52 70 0.742857142857143 0.14 500
"13" "52507_184_S123_L001_R1_001" "52507_411_S103_L001_R1_001" 89 119 0.747899159663866 0.238 500
"14" "52507_184_S123_L001_R1_001" "52507_413_S104_L001_R1_001" 113 148 0.763513513513513 0.296 500
"15" "52507_184_S123_L001_R1_001" "52507_414_S105_L001_R1_001" 32 47 0.680851063829787 0.094 500
"16" "52507_184_S123_L001_R1_001" "52507_415_S106_L001_R1_001" 101 145 0.696551724137931 0.29 500
"17" "52507_184_S123_L001_R1_001" "52507_418_S107_L001_R1_001" 136 168 0.80952380952381 0.336 500
"18" "52507_184_S123_L001_R1_001" "52507_422_S108_L001_R1_001" 62 83 0.746987951807229 0.166 500
"19" "52507_184_S123_L001_R1_001" "52507_425_S109_L001_R1_001" 70 93 0.752688172043011 0.186 500
"20" "52507_184_S123_L001_R1_001" "52507_429_S110_L001_R1_001" 57 74 0.77027027027027 0.148 500
"21" "52507_184_S123_L001_R1_001" "52507_431_S111_L001_R1_001" 115 149 0.771812080536913 0.298 500
"22" "52507_184_S123_L001_R1_001" "52507_440_S112_L001_R1_001" 69 96 0.71875 0.192 500
"23" "52507_184_S123_L001_R1_001" "52507_442_S113_L001_R1_001" 104 132 0.787878787878788 0.264 500
"24" "52507_184_S123_L001_R1_001" "52507_445_S114_L001_R1_001" 112 146 0.767123287671233 0.292 500
"25" "52507_184_S123_L001_R1_001" "52507_465_S115_L001_R1_001" 114 165 0.690909090909091 0.33 500
