"Sample1" "Sample2" "matchedGenotypes" "commonGenotypes" "proportionMatch" "proportionCommon" "totalLoci"
"1" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_212_S124_L001_R1_001" 158 205 0.770731707317073 0.41 500
"2" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_240_S125_L001_R1_001" 104 140 0.742857142857143 0.28 500
"3" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_271_S126_L001_R1_001" 151 194 0.778350515463918 0.388 500
"4" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_351_S127_L001_R1_001" 139 177 0.785310734463277 0.354 500
"5" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_356_S128_L001_R1_001" 161 203 0.793103448275862 0.406 500
"6" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_362_S129_L001_R1_001" 75 102 0.735294117647059 0.204 500
"7" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_385_S97_L001_R1_001" 143 197 0.725888324873096 0.394 500
"8" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_392_S98_L001_R1_001" 139 183 0.759562841530055 0.366 500
"9" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_397_S99_L001_R1_001" 149 204 0.730392156862745 0.408 500
"10" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_401_S100_L001_R1_001" 26 31 0.838709677419355 0.062 500
"11" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_406_S101_L001_R1_001" 121 166 0.728915662650602 0.332 500
"12" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_407_S102_L001_R1_001" 66 87 0.758620689655172 0.174 500
"13" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_411_S103_L001_R1_001" 103 135 0.762962962962963 0.27 500
"14" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_413_S104_L001_R1_001" 132 173 0.763005780346821 0.346 500
"15" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_414_S105_L001_R1_001" 43 60 0.716666666666667 0.12 500
"16" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_415_S106_L001_R1_001" 120 170 0.705882352941177 0.34 500
"17" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_418_S107_L001_R1_001" 153 190 0.805263157894737 0.38 500
"18" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_422_S108_L001_R1_001" 72 97 0.742268041237113 0.194 500
"19" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_425_S109_L001_R1_001" 82 107 0.766355140186916 0.214 500
"20" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_429_S110_L001_R1_001" 66 89 0.741573033707865 0.178 500
"21" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_431_S111_L001_R1_001" 131 175 0.748571428571429 0.35 500
"22" "CAT_52507_184_S123_L001_R1_001" "CAT_52507_440_S112_L001_R1_001" 82 114 0.719298245614035 0.228 500
